test_accuracy,test_balanced_accuracy,test_precision,test_recall,test_roc_auc,test_f1
0.7886855241264559,0.7886600221483943,0.7972508591065293,0.7733333333333333,0.860985603543743,0.7851099830795263
0.778702163061564,0.7786821705426357,0.7849829351535836,0.7666666666666667,0.8657142857142857,0.7757166947723441
0.757071547420965,0.7571207087486157,0.7421383647798742,0.7866666666666666,0.8567220376522702,0.7637540453074433
0.7703826955074875,0.7703709856035437,0.7672131147540984,0.7774086378737541,0.8548615725359912,0.7722772277227723
0.7903494176372712,0.7903543743078627,0.7926421404682275,0.7873754152823921,0.8706533776301218,0.7900000000000001
0.8053244592346089,0.8053100775193798,0.8006535947712419,0.813953488372093,0.8930232558139535,0.8072487644151566
0.7716666666666666,0.7716666666666667,0.7762711864406779,0.7633333333333333,0.8487555555555555,0.7697478991596639
0.785,0.7849999999999999,0.7979094076655052,0.7633333333333333,0.8796444444444445,0.7802385008517887
0.7683333333333333,0.7683333333333333,0.7710437710437711,0.7633333333333333,0.8700222222222221,0.7671691792294807
0.785,0.785,0.7958477508650519,0.7666666666666667,0.8791222222222221,0.7809847198641766
