test_accuracy,test_balanced_accuracy,test_precision,test_recall,test_roc_auc,test_f1
0.7166666666666667,0.7166666666666667,0.7272727272727273,0.6933333333333334,0.7994888888888889,0.7098976109215017
0.7383333333333333,0.7383333333333333,0.769811320754717,0.68,0.8126333333333333,0.7221238938053098
0.7316666666666667,0.7316666666666667,0.7509025270758123,0.6933333333333334,0.8096888888888889,0.7209705372616985
0.7216666666666667,0.7216666666666667,0.7138263665594855,0.74,0.7960777777777778,0.7266775777414075
0.72,0.72,0.722972972972973,0.7133333333333334,0.8051777777777778,0.7181208053691276
0.725,0.725,0.7385159010600707,0.6966666666666667,0.7885777777777777,0.7169811320754718
0.7183333333333334,0.7183333333333333,0.7453183520599251,0.6633333333333333,0.7960111111111111,0.7019400352733687
0.7083333333333334,0.7083333333333334,0.7256317689530686,0.67,0.7894666666666668,0.6967071057192374
0.6894824707846411,0.6894258639910814,0.7025089605734767,0.6555183946488294,0.7751616499442586,0.6782006920415226
0.7111853088480802,0.7112486064659977,0.7292418772563177,0.6733333333333333,0.7986733556298774,0.7001733102253033
