test_accuracy,test_balanced_accuracy,test_precision,test_recall,test_roc_auc,test_f1
0.6833333333333333,0.6833333333333333,0.6740506329113924,0.71,0.7652111111111111,0.6915584415584416
0.7416666666666667,0.7416666666666667,0.7636363636363637,0.7,0.8009777777777778,0.7304347826086957
0.73,0.73,0.7395833333333334,0.71,0.8252111111111111,0.7244897959183674
0.745,0.745,0.7441860465116279,0.7466666666666667,0.8331777777777778,0.745424292845258
0.72,0.72,0.7323943661971831,0.6933333333333334,0.7979666666666667,0.7123287671232877
0.7266666666666667,0.7266666666666667,0.7411347517730497,0.6966666666666667,0.8143222222222222,0.7182130584192439
0.755,0.755,0.7558528428093646,0.7533333333333333,0.8413111111111111,0.7545909849749584
0.78,0.78,0.7837837837837838,0.7733333333333333,0.8368555555555557,0.7785234899328859
0.7183333333333334,0.7183333333333334,0.7364620938628159,0.68,0.778411111111111,0.7071057192374351
0.73,0.73,0.7482014388489209,0.6933333333333334,0.8240333333333334,0.7197231833910035
