test_accuracy,test_balanced_accuracy,test_precision,test_recall,test_roc_auc,test_f1
0.7487520798668885,0.74874861572536,0.7491638795986622,0.7466666666666667,0.8273200442967884,0.7479131886477463
0.7454242928452579,0.7454208194905869,0.745819397993311,0.7433333333333333,0.8176522702104098,0.7445742904841401
0.7354409317803661,0.7354318936877076,0.7373737373737373,0.73,0.8239313399778516,0.7336683417085427
0.7138103161397671,0.7137873754152824,0.7087378640776699,0.7275747508305648,0.8108970099667774,0.718032786885246
0.7603993344425957,0.7604429678848283,0.775438596491228,0.7342192691029901,0.8418050941306755,0.7542662116040956
0.7520798668885191,0.7520653377630122,0.7483660130718954,0.760797342192691,0.8210741971207087,0.7545304777594729
0.7516666666666667,0.7516666666666667,0.745928338762215,0.7633333333333333,0.8365111111111112,0.7545304777594728
0.7083333333333334,0.7083333333333333,0.7090301003344481,0.7066666666666667,0.8056055555555557,0.7078464106844742
0.6916666666666667,0.6916666666666667,0.6813880126182965,0.72,0.7807111111111111,0.700162074554295
0.7266666666666667,0.7266666666666666,0.7297297297297297,0.72,0.8201222222222223,0.7248322147651007
