test_accuracy,test_balanced_accuracy,test_precision,test_recall,test_roc_auc,test_f1
0.6166666666666667,0.6166666666666667,1.0,0.23333333333333334,0.7955222222222222,0.37837837837837834
0.5966666666666667,0.5966666666666667,1.0,0.19333333333333333,0.7808944444444446,0.3240223463687151
0.5933333333333334,0.5933333333333334,1.0,0.18666666666666668,0.7907,0.3146067415730337
0.615,0.615,1.0,0.23,0.8157333333333333,0.3739837398373984
0.6083333333333333,0.6083333333333334,1.0,0.21666666666666667,0.78175,0.3561643835616438
0.605,0.605,1.0,0.21,0.8076166666666666,0.34710743801652894
0.62,0.62,1.0,0.24,0.8097888888888889,0.3870967741935484
0.58,0.58,1.0,0.16,0.7658,0.2758620689655173
0.5876460767946577,0.5869565217391304,1.0,0.17391304347826086,0.7930100334448161,0.29629629629629634
0.5909849749582637,0.5916666666666667,1.0,0.18333333333333332,0.7614381270903009,0.30985915492957744
