test_accuracy,test_balanced_accuracy,test_precision,test_recall,test_roc_auc,test_f1
0.908485856905158,0.9085437430786267,0.9392857142857143,0.8737541528239202,0.9545847176079734,0.9053356282271945
0.9284525790349417,0.9284994462901439,0.954225352112676,0.9003322259136213,0.9804928017718714,0.9264957264957264
0.8985024958402662,0.8985492801771872,0.9225352112676056,0.8704318936877077,0.9629291251384273,0.8957264957264958
0.9267886855241264,0.9267331118493909,0.9571428571428572,0.8933333333333333,0.9750830564784052,0.9241379310344828
0.930116472545757,0.9300498338870432,0.967391304347826,0.89,0.9695791805094129,0.9270833333333334
0.8968386023294509,0.8967552602436324,0.9407407407407408,0.8466666666666667,0.9665282392026578,0.8912280701754387
0.9183333333333333,0.9183333333333333,0.9434628975265018,0.89,0.9651666666666667,0.9159519725557461
0.9166666666666666,0.9166666666666667,0.9699248120300752,0.86,0.9619666666666666,0.9116607773851589
0.9316666666666666,0.9316666666666666,0.9575971731448764,0.9033333333333333,0.9798055555555556,0.9296740994854202
0.905,0.905,0.945054945054945,0.86,0.96145,0.9005235602094239
