test_accuracy,test_balanced_accuracy,test_precision,test_recall,test_roc_auc,test_f1
0.7135135135135136,0.7132106589096954,0.8206521739130435,0.5451263537906137,0.7920746435342702,0.6550976138828634
0.7009009009009008,0.7005947588499597,0.8032786885245902,0.5306859205776173,0.7795691244838064,0.6391304347826088
0.6720720720720721,0.6716944134223307,0.7950310559006211,0.4620938628158845,0.7491299379269147,0.5844748858447488
0.654054054054054,0.654442510973171,0.7721518987341772,0.43884892086330934,0.707626678440641,0.5596330275229358
0.7279279279279279,0.7282809131755967,0.8757396449704142,0.5323741007194245,0.7956198218320651,0.6621923937360179
0.6954954954954955,0.695887333454536,0.8471337579617835,0.4784172661870504,0.7621938550242838,0.6114942528735632
0.6841155234657039,0.6841155234657039,0.7931034482758621,0.4981949458483754,0.7488368152849638,0.6119733924611973
0.7075812274368231,0.7075812274368232,0.8662420382165605,0.49097472924187724,0.7915260201488354,0.6267281105990783
0.6859205776173285,0.6859205776173285,0.8083832335329342,0.48736462093862815,0.7529095908978352,0.6081081081081081
0.7021660649819494,0.7021660649819494,0.8294117647058824,0.5090252707581228,0.7601102581813917,0.6308724832214765
