test_accuracy,test_balanced_accuracy,test_precision,test_recall,test_roc_auc,test_f1
0.9018302828618968,0.9018383167220376,0.9060402684563759,0.8970099667774086,0.9674861572535991,0.9015025041736227
0.9184692179700499,0.9184883720930233,0.9285714285714286,0.9069767441860465,0.9685548172757474,0.9176470588235294
0.8951747088186356,0.8952104097452934,0.9131944444444444,0.8737541528239202,0.9622425249169435,0.8930390492359932
0.8951747088186356,0.8951827242524917,0.8910891089108911,0.9,0.9527740863787376,0.8955223880597015
0.8785357737104825,0.878499446290144,0.8954703832752613,0.8566666666666667,0.9567275747508305,0.8756388415672912
0.891846921797005,0.8918106312292359,0.9094076655052264,0.87,0.9531727574750831,0.8892674616695059
0.8916666666666667,0.8916666666666666,0.9065743944636678,0.8733333333333333,0.9547388888888888,0.8896434634974534
0.8866666666666667,0.8866666666666667,0.9055944055944056,0.8633333333333333,0.9480666666666666,0.8839590443686007
0.9,0.9,0.8921568627450981,0.91,0.9693888888888889,0.900990099009901
0.9083333333333333,0.9083333333333333,0.9180887372013652,0.8966666666666666,0.9671722222222222,0.9072512647554806
