test_accuracy,test_balanced_accuracy,test_precision,test_recall,test_roc_auc,test_f1
0.8985024958402662,0.8985437430786267,0.9195804195804196,0.8737541528239202,0.9531949058693245,0.8960817717206134
0.891846921797005,0.8918660022148395,0.9013605442176871,0.8803986710963455,0.9610188261351053,0.8907563025210085
0.9201331114808652,0.9200941306755259,0.9405594405594405,0.8966666666666666,0.963421926910299,0.9180887372013652
0.8818635607321131,0.8818660022148395,0.8803986710963455,0.8833333333333333,0.9496456256921372,0.881863560732113
0.8916666666666667,0.8916666666666666,0.9122807017543859,0.8666666666666667,0.9628777777777777,0.8888888888888888
0.9116666666666666,0.9116666666666666,0.9273356401384083,0.8933333333333333,0.9677555555555556,0.9100169779286927
0.905,0.905,0.900990099009901,0.91,0.9687222222222223,0.9054726368159204
0.9033333333333333,0.9033333333333333,0.9060402684563759,0.9,0.9601555555555555,0.903010033444816
0.8766666666666667,0.8766666666666667,0.886986301369863,0.8633333333333333,0.96205,0.8749999999999999
0.9133333333333333,0.9133333333333333,0.9275862068965517,0.8966666666666666,0.9587222222222223,0.9118644067796611
