test_accuracy,test_balanced_accuracy,test_precision,test_recall,test_roc_auc,test_f1
0.891846921797005,0.8919047619047619,0.9214285714285714,0.8571428571428571,0.9470764119601329,0.8881239242685025
0.9217970049916805,0.9218383167220376,0.9440559440559441,0.8970099667774086,0.9553765227021042,0.9199318568994889
0.9051580698835274,0.9051661129568107,0.9093959731543624,0.9003322259136213,0.964939091915836,0.9048414023372288
0.9101497504159733,0.9101107419712071,0.9300699300699301,0.8866666666666667,0.9586600221483942,0.907849829351536
0.930116472545757,0.930077519379845,0.951048951048951,0.9066666666666666,0.9721373200442968,0.9283276450511946
0.9251247920133111,0.9250830564784054,0.9473684210526315,0.9,0.9687763012181617,0.9230769230769231
0.9066666666666666,0.9066666666666667,0.9388489208633094,0.87,0.9606666666666668,0.9031141868512111
0.895,0.895,0.9247311827956989,0.86,0.9516166666666667,0.8911917098445595
0.895,0.895,0.927797833935018,0.8566666666666667,0.9512222222222222,0.8908145580589254
0.9083333333333333,0.9083333333333333,0.9152542372881356,0.9,0.9653944444444444,0.9075630252100839
